StartTime,Dur,proto,SrcBytes,DstBytes,SrcPkts,DstPkts
19:02:15.906150,0.146547,udp,684,0,3,0
19:02:15.963727,0.004224,udp,154,0,2,0
19:02:15.965084,0.004277,udp,194,0,2,0
19:02:15.973467,0.001285,udp,83,99,1,1
19:02:15.973729,0.00032,tcp,55,60,1,1
19:02:15.999937,0.005514,tcp,383,300,3,5
19:02:16.046720,0.004136,tcp,383,300,3,5
19:02:16.207335,0.000336,tcp,55,60,1,1
19:02:16.338178,0.0,tcp,0,60,0,1
19:02:16.645373,0.41223,udp,168,0,2,0
19:02:16.645606,0.411997,udp,128,0,2,0
19:02:18.045886,4.069901,ip,12628,0,3,0
19:02:18.046033,0.235839,tcp,639,1883,2,5
19:02:18.292404,0.532972,tcp,54,1387,1,3
19:02:18.741951,0.005992,udp,74,90,1,1
19:02:18.750201,0.141197,udp,4364,8609,7,10
19:02:19.621331,0.002932,udp,78,181,1,1
19:02:19.624104,0.000159,arp,60,60,1,1
19:02:19.783609,4.672131,tcp,1371,16980,10,16
19:02:19.850118,0.004879,udp,78,94,1,1
19:02:21.308596,0.0,tcp,60,60,1,1
19:02:21.308596,0.0,tcp,60,60,1,1
19:02:21.308596,0.0,tcp,60,60,1,1
19:02:21.308596,0.0,tcp,60,60,1,1
19:02:22.058429,0.0,tcp,60,60,1,1
19:02:22.116035,4.93431,tcp,3246,6040,11,27
19:02:22.308608,0.0,tcp,60,60,1,1
19:02:22.605044,0.0,tcp,60,60,1,1
19:02:22.918829,0.000589,tcp,55,60,1,1
19:02:22.919134,1.8e-05,arp,60,42,1,1
19:02:23.399596,3.922044,ip,36962,0,15,0
19:02:23.428825,0.003578,udp,74,106,1,1
19:02:23.906563,0.235621,tcp,639,1883,2,5
19:02:23.988019,0.000208,tcp,55,60,1,1
19:02:24.019678,0.35358,udp,6046,5141,10,13
19:02:24.163994,3.438629,tcp,216,12202,4,25
19:02:24.462797,0.003071,udp,78,94,1,1
19:02:24.662289,2.373438,tcp,108,7418,2,14
19:02:24.669868,0.035288,tcp,3355,7849,11,16
19:02:27.161522,4.930173,tcp,1312,7111,23,40
19:02:28.702536,0.038491,tcp,180,205,3,3
19:02:28.702536,0.190351,tcp,1258,8450,9,11
19:02:29.437475,0.014083,udp,74,106,1,1
19:02:30.919517,3.611478,ip,5977,0,3,0
19:02:30.919652,0.252936,tcp,639,1899,2,5
19:02:31.189227,0.574065,tcp,54,1384,1,3
19:02:31.203836,0.002658,udp,91,226,1,1
19:02:31.214464,0.723759,tcp,1391,5092,11,14
19:02:31.309011,0.0,tcp,60,60,1,1
19:02:31.359368,0.0,tcp,60,60,1,1
19:02:31.417906,0.0,tcp,60,60,1,1
19:02:31.651776,0.0,tcp,60,60,1,1
19:02:32.247818,4.962414,tcp,1312,5286,23,29
19:02:33.999713,0.154494,tcp,108,120,2,2
19:02:34.002535,0.743973,tcp,2754,7688,13,16
19:02:34.509138,0.145741,tcp,3404,4477,11,16
19:02:35.689908,0.039021,tcp,419,3029,2,3
19:02:35.829416,0.040305,tcp,108,120,2,2
19:02:35.829625,0.040919,tcp,108,145,2,2
19:02:35.830174,0.041875,tcp,108,145,2,2
19:02:36.279034,0.0,tcp,54,60,1,1
19:02:36.311669,0.000362,tcp,54,60,1,1
19:02:36.559084,0.0,tcp,0,60,0,1
19:02:36.649601,0.25709,udp,1805,694,5,5
19:02:36.903459,2.102567,ip,20340,0,8,0
19:02:36.903577,0.239489,tcp,639,1883,2,5
19:02:37.160158,1.93042,tcp,108,4128,2,7
19:02:37.296963,4.98704,tcp,1258,5140,22,28
19:02:37.530190,0.003619,udp,86,366,1,1
19:02:37.536017,0.328,udp,3596,4943,9,13
19:02:37.658248,2.026742,tcp,162,12776,3,23
19:02:38.295368,0.000506,tcp,55,60,1,1
19:02:39.185526,0.004689,udp,91,221,1,1
19:02:39.198626,1.348084,tcp,1444,5146,12,15
19:02:39.915933,3.5e-05,tcp,54,60,1,1
19:02:41.862024,3.025909,udp,330,0,3,0
19:02:42.324919,4.907751,tcp,1312,4356,23,24
19:02:42.811933,0.245989,ip,3895,0,2,0
19:02:42.812154,0.234083,tcp,639,1883,2,5
19:02:43.058723,0.533394,tcp,54,1472,1,3
19:02:46.098537,0.001476,udp,154,0,2,0
19:02:46.099280,0.001508,udp,194,0,2,0
19:02:46.102344,0.000989,udp,83,99,1,1
19:02:46.145084,0.000713,udp,226,0,2,0
19:02:46.146257,0.000307,udp,186,0,2,0
19:02:46.154231,0.002813,tcp,383,300,3,5
19:02:46.158037,0.033334,udp,456,0,2,0
19:02:46.182802,0.033172,udp,486,0,2,0
19:02:46.187529,0.003166,tcp,383,300,3,5
19:02:46.575605,0.000514,tcp,55,60,1,1
19:02:47.434653,2.693788,tcp,2828,5553,14,35
19:02:48.674555,2.968455,ip,44643,0,16,0
19:02:48.674673,0.238247,tcp,639,1887,2,5
19:02:48.926009,2.71275,tcp,162,9533,3,21
19:02:49.244022,0.084729,tcp,368,701,2,2
19:02:49.314153,0.00484,udp,78,94,1,1
19:02:49.424331,2.855255,tcp,162,6285,3,14
19:02:49.905181,0.097675,tcp,378,1133,4,8
19:02:50.903944,3.006692,udp,330,0,3,0
19:02:52.631155,0.0,tcp,60,78,1,1
19:02:52.730078,0.0,tcp,60,60,1,1
19:02:53.115685,0.000929,tcp,108,213,2,3
19:02:55.547024,0.0,tcp,0,60,0,1
19:02:55.653548,3.538785,ip,27406,0,12,0
19:02:55.653648,0.235545,tcp,639,1891,2,5
19:02:55.896774,3.898258,tcp,216,7785,4,17
19:02:56.456672,2.731252,tcp,162,10200,3,22
19:02:56.553214,0.0,tcp,0,60,0,1
19:02:57.042581,0.0,udp,243,0,1,0
19:02:57.206591,0.000171,tcp,55,60,1,1
19:02:58.346776,0.0,tcp,0,60,0,1
19:02:58.753970,0.0,tcp,0,60,0,1
19:02:59.125078,0.170677,tcp,209,285,2,2
19:02:59.228706,0.0,udp,227,0,1,0
19:02:59.329467,0.00475,udp,88,136,1,1
19:02:59.779015,0.000553,tcp,55,60,1,1
19:03:04.003723,1.009393,man,0,0,0,159
15:03:17.693384,0.023103,man,0,0,0,0
21:23:58.792685,0.0,tcp,60,60,1,1
21:23:58.979745,0.0,tcp,60,60,1,1
21:23:59.725584,3.014298,udp,330,0,3,0
21:24:01.192999,0.000273,tcp,55,60,1,1
21:24:01.474599,0.000312,tcp,55,60,1,1
21:24:01.585403,0.186046,tcp,120,120,2,2
21:24:07.708913,0.0,tcp,55,0,1,0
21:24:08.765771,0.0,tcp,60,0,1,0
21:24:08.771784,3.015431,udp,330,0,3,0
21:24:13.746457,0.999106,udp,170,0,2,0
21:24:13.747924,0.998788,udp,210,0,2,0
15:03:18.794368,1.124087,man,0,0,0,12
